State,District,Latitude,Longitude,District code,Population,Households_with_Internet,sex_ratio,literacy_rate
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,1630,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,149,98.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,4019,101.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,186,98.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,367,96.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,162,95.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,482,95.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,90,93.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,168,98.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,131,98.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,3303,92.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,1928,93.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,537,93.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,178,90.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,170,95.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,155,93.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,198,97.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,261,98.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,7370,96.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,2637,98.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,15046,94.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1810,95.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,635,104.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,9049,98.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,2498,95.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1953,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,768,104.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1628,101.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,35701,93.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,3988,103.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,448,102.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2950,101.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,1163,92.0,71.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,757,102.0,49.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,3416,96.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,1553,105.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,5231,98.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,12787,97.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,1868,105.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,574,118.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,207,104.0,71.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,29961,89.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,11284,87.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,4348,89.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,5138,87.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,10042,89.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,14428,90.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,13747,96.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,39082,92.0,74.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,9732,91.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,87.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,2673,88.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,7897,89.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,90.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,89.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,6600,92.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,89.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,13499,95.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,89.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,98.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,93.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,90.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,88.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,97.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,7607,91.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,92.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,4941,97.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,94.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1719,91.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,85.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,99.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,6295,89.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,3360,91.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,76565,91.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,85.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,95.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1750,95.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,95.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,92.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,86.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,91.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,95.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,99.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,99.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,90.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,95.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,94.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,95.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,96.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,88.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,101.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,99.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,100.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,99.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,95.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,100.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,99.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,99.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,102.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,102.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,99.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,103.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,99.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,100.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,101.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,98.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,95.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,100.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,103.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,99.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,99.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,102.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,99.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,101.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,101.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,94.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,97.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,96.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,96.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,87.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,88.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,90.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,98.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,86.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,102.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,86.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,89.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,94.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,93.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,86.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,91.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,89.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,3423,96.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,92.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,90.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,4469,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,2964,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,2624,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,3385,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,53181,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,78116,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,5309,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,14597,95.0,61.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,2217,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,2825,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,3486,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,68506,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,8726,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,23717,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,11690,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,10077,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,2870,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,5184,94.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,3847,91.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,9699,89.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,2031,97.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,3889,87.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3874,89.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,5149,92.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,5956,98.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,3476,91.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,19214,91.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,1830,114.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,435,109.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,899,102.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,548,98.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,1344,102.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,1366,108.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,7883,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,602,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,4273,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,32323,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,5210,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,2518,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,10943,97.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,30751,94.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,31725,96.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,9322,95.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,136618,91.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,5357,94.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,7951,96.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,12787,95.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,3551,96.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,2883,94.0,50.0
